title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable atmos.day.uas_tavg-h10m-hxy-u (day.uas),1837,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1837,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,uas_tavg-h10m-hxy-u,eastward_wind,,area: areacella,area: time: mean,"Eastward component of the near-surface (usually, 10 meters)  wind",longitude latitude time height10m,day,Eastward Near-Surface Wind,atmos,,"normally, report this at 10 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height10m CMIP7:longitude latitude time  height10m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",m s-1,CMIP6 CMOR variable,m01s03i209[lbproc=128],,m01s03i209[lbproc=128],,m s-1
Variable atmos.day.ua_tavg-p19-hxy-air (day.ua),1836,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1836,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,ua_tavg-p19-hxy-air,eastward_wind,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,time: mean,Zonal wind (positive in a eastward direction).,longitude latitude plev19 time,day,Eastward Wind,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",m s-1,CMIP6 CMOR variable,"m01s30i201[blev=PLEV8, lbproc=128] / m01s30i301[blev=PLEV8, lbproc=128]",,"m01s30i201[blev=PLEV8, lbproc=128] / m01s30i301[blev=PLEV8, lbproc=128]",,m s-1
Variable atmos.day.tasmin_tstat-h2m-hxy-u (day.tasmin),1834,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1834,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,tasmin_tstat-h2m-hxy-u,air_temperature,"""comment"" was ""minimum near-surface (usually, 2 meter) air temperature (add cell_method attribute 'time: min')"";",area: areacella,area: mean time: minimum,"minimum near-surface (usually, 2 meter) air temperature (add cell_method attribute ""time: min"")",longitude latitude time height2m,day,Daily Minimum Near-Surface Air Temperature,atmos,,"normally report this at 2 meters above the surface; ; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",K,CMIP6 CMOR variable,m01s03i236[lbproc=4096],,m01s03i236[lbproc=4096],,K
Variable atmos.day.tasmax_tstat-h2m-hxy-u (day.tasmax),1833,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1833,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,tasmax_tstat-h2m-hxy-u,air_temperature,"""comment"" was ""maximum near-surface (usually, 2 meter) air temperature (add cell_method attribute 'time: max')"";",area: areacella,area: mean time: maximum,"maximum near-surface (usually, 2 meter) air temperature (add cell_method attribute ""time: max"")",longitude latitude time height2m,day,Daily Maximum Near-Surface Air Temperature,atmos,,"normally report this at 2 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",K,CMIP6 CMOR variable,m01s03i236[lbproc=8192],,m01s03i236[lbproc=8192],,K
Variable atmos.day.tas_tavg-h2m-hxy-u (day.tas),1832,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1832,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,tas_tavg-h2m-hxy-u,air_temperature,,area: areacella,area: time: mean,"near-surface (usually, 2 meter) air temperature",longitude latitude time height2m,day,Near-Surface Air Temperature,atmos,,"normally report this at 2 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",K,CMIP6 CMOR variable,m01s03i236[lbproc=128],,m01s03i236[lbproc=128],,K
Variable atmos.day.ta_tavg-p19-hxy-air (day.ta),1831,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1831,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,ta_tavg-p19-hxy-air,air_temperature,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,time: mean,Air Temperature,longitude latitude plev19 time,day,Air Temperature,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",K,CMIP6 CMOR variable,"m01s30i294[blev=PLEV8, lbproc=128] / m01s30i304[blev=PLEV8, lbproc=128]",,"m01s30i294[blev=PLEV8, lbproc=128] / m01s30i304[blev=PLEV8, lbproc=128]",,K
Variable atmos.day.sfcWindmax_tstat-h10m-hxy-u (day.sfcWindmax),1828,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1828,day atmos CMIP6 UKESM1 HadGEM3-GC31,sfcWindmax_tstat-h10m-hxy-u,wind_speed,,area: areacella,area: mean time: maximum,"Daily maximum near-surface (usually, 10 meters) wind speed.",longitude latitude time height10m,day,Daily Maximum Near-Surface Wind Speed,atmos,,"normally, report this at 10 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height10m CMIP7:longitude latitude time  height10m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",m s-1,CMIP6 CMOR variable,m01s03i230[lbproc=8192],,m01s03i230[lbproc=8192],,m s-1
Variable atmos.day.sfcWind_tavg-h10m-hxy-u (day.sfcWind),1827,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1827,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,sfcWind_tavg-h10m-hxy-u,wind_speed,,area: areacella,area: time: mean,"near-surface (usually, 10 meters) wind speed.",longitude latitude time height10m,day,Daily-Mean Near-Surface Wind Speed,atmos,,"normally report this at 10 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height10m CMIP7:longitude latitude time  height10m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",m s-1,CMIP6 CMOR variable,m01s03i230[lbproc=128],,m01s03i230[lbproc=128],,m s-1
Variable atmos.day.rsus_tavg-u-hxy-u (day.rsus),1825,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1825,day atmos CMIP6 UKESM1 HadGEM3-GC31,rsus_tavg-u-hxy-u,surface_upwelling_shortwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'shortwave' means shortwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics."";",area: areacella,area: time: mean,"The surface called ""surface"" means the lower boundary of the atmosphere. ""shortwave"" means shortwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",longitude latitude time,day,Surface Upwelling Shortwave Radiation,atmos,up,,W m-2,CMIP6 CMOR variable,m01s01i235[lbproc=128] - m01s01i201[lbproc=128],,m01s01i235[lbproc=128] - m01s01i201[lbproc=128],,W m-2
Variable atmos.day.rss_tavg-u-hxy-u (day.rss),1824,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1824,day atmos CMIP6,rss_tavg-u-hxy-u,surface_net_downward_shortwave_flux,"""comment"" was ""Net downward shortwave radiation at the surface"";",area: areacella,area: time: mean,Net shortwave radiation,longitude latitude time,day,Net Shortwave Surface Radiation,atmos,down,,W m-2,CMIP6 CMOR variable,,,,,
Variable atmos.day.rsds_tavg-u-hxy-u (day.rsds),1822,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1822,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,rsds_tavg-u-hxy-u,surface_downwelling_shortwave_flux_in_air,,area: areacella,area: time: mean,Surface solar irradiance for UV calculations.,longitude latitude time,day,Surface Downwelling Shortwave Radiation,atmos,down,,W m-2,CMIP6 CMOR variable,m01s01i235[lbproc=128],,m01s01i235[lbproc=128],,W m-2
Variable atmos.day.rlut_tavg-u-hxy-u (day.rlut),1821,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1821,day atmos CMIP6 UKESM1 HadGEM3-GC31,rlut_tavg-u-hxy-u,toa_outgoing_longwave_flux,"""comment"" was ""at the top of the atmosphere (to be compared with satellite measurements)"";",area: areacella,area: time: mean,at the top of the atmosphere.,longitude latitude time,day,TOA Outgoing Longwave Radiation,atmos,up,,W m-2,CMIP6 CMOR variable,m01s03i332[lbproc=128],,m01s03i332[lbproc=128],,W m-2
Variable atmos.day.rlus_tavg-u-hxy-u (day.rlus),1819,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1819,day atmos CMIP6 UKESM1 HadGEM3-GC31,rlus_tavg-u-hxy-u,surface_upwelling_longwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics."";",area: areacella,area: time: mean,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",longitude latitude time,day,Surface Upwelling Longwave Radiation,atmos,up,,W m-2,CMIP6 CMOR variable,m01s02i207[lbproc=128] - m01s02i201[lbproc=128] + m01s03i332[lbproc=128] - m01s02i205[lbproc=128],,m01s02i207[lbproc=128] - m01s02i201[lbproc=128] + m01s03i332[lbproc=128] - m01s02i205[lbproc=128],,W m-2
Variable atmos.day.rls_tavg-u-hxy-u (day.rls),1818,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1818,day atmos CMIP6,rls_tavg-u-hxy-u,surface_net_downward_longwave_flux,"""comment"" was ""Net longwave surface radiation"";",area: areacella,area: time: mean,Net longwave radiation,longitude latitude time,day,Net Longwave Surface Radiation,atmos,down,,W m-2,CMIP6 CMOR variable,,,,,
Variable atmos.day.rlds_tavg-u-hxy-u (day.rlds),1817,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1817,day atmos CMIP6 UKESM1 HadGEM3-GC31,rlds_tavg-u-hxy-u,surface_downwelling_longwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Downwelling radiation is radiation from above. It does not mean 'net downward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics."";",area: areacella,area: time: mean,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Downwelling radiation is radiation from above. It does not mean ""net downward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",longitude latitude time,day,Surface Downwelling Longwave Radiation,atmos,down,,W m-2,CMIP6 CMOR variable,m01s02i207[lbproc=128],,m01s02i207[lbproc=128],,W m-2
Variable atmos.day.psl_tavg-u-hxy-u (day.psl),1816,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1816,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,psl_tavg-u-hxy-u,air_pressure_at_mean_sea_level,,area: areacella,area: time: mean,Sea Level Pressure,longitude latitude time,day,Sea Level Pressure,atmos,,,Pa,CMIP6 CMOR variable,m01s16i222[lbproc=128],,m01s16i222[lbproc=128],,Pa
Variable atmos.day.prsn_tavg-u-hxy-u (day.prsn),1815,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1815,day atmos CMIP6 UKESM1 HadGEM3-GC31,prsn_tavg-u-hxy-u,snowfall_flux,"""comment"" was ""At surface; includes precipitation of all forms of water in the solid phase"";",area: areacella,area: time: mean,at surface; includes precipitation of all forms of water in the solid phase,longitude latitude time,day,Snowfall Flux,atmos,,,kg m-2 s-1,CMIP6 CMOR variable,m01s05i215[lbproc=128],,m01s05i215[lbproc=128],,kg m-2 s-1
Variable atmos.day.prc_tavg-u-hxy-u (day.prc),1814,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1814,day atmos CMIP6 UKESM1 HadGEM3-GC31,prc_tavg-u-hxy-u,convective_precipitation_flux,"""comment"" was ""Convective precipitation at surface; includes both liquid and solid phases."";",area: areacella,area: time: mean,at surface; includes both liquid and solid phases.,longitude latitude time,day,Convective Precipitation,atmos,,,kg m-2 s-1,CMIP6 CMOR variable,m01s05i205[lbproc=128] + m01s05i206[lbproc=128],,m01s05i205[lbproc=128] + m01s05i206[lbproc=128],,kg m-2 s-1
Variable atmos.day.pr_tavg-u-hxy-u (day.pr),1813,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1813,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,pr_tavg-u-hxy-u,precipitation_flux,"""comment"" was ""includes both liquid and solid phases"";",area: areacella,area: time: mean,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),longitude latitude time,day,Precipitation,atmos,,,kg m-2 s-1,CMIP6 CMOR variable,m01s05i216[lbproc=128],,m01s05i216[lbproc=128],,kg m-2 s-1
Variable atmos.day.huss_tavg-h2m-hxy-u (day.huss),1803,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1803,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,huss_tavg-h2m-hxy-u,specific_humidity,,area: areacella,area: time: mean,"Near-surface (usually, 2 meter) specific humidity.",longitude latitude time height2m,day,Near-Surface Specific Humidity,atmos,,"normally, report this at 2 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",1,CMIP6 CMOR variable,m01s03i237[lbproc=128],,m01s03i237[lbproc=128],,1
Variable atmos.day.hus_tavg-p19-hxy-u (day.hus),1802,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1802,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,hus_tavg-p19-hxy-u,specific_humidity,"""dimensions"" was ""longitude latitude plev8 time"";",area: areacella,time: mean,Specific humidity is the mass fraction of water vapor in (moist) air.,longitude latitude plev19 time,day,Specific Humidity,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",1,CMIP6 CMOR variable,"m01s30i295[blev=PLEV8, lbproc=128] / m01s30i304[blev=PLEV8, lbproc=128]",,"m01s30i295[blev=PLEV8, lbproc=128] / m01s30i304[blev=PLEV8, lbproc=128]",,1
Variable atmos.day.hursmin_tstat-h2m-hxy-u (day.hursmin),1801,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1801,day atmos CMIP6 UKESM1 HadGEM3-GC31,hursmin_tstat-h2m-hxy-u,relative_humidity,"""comment"" was ""The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C."";",area: areacella,area: mean time: minimum,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude time height2m,day,Daily Minimum Near-Surface Relative Humidity,atmos,,"normally report this at 2 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",%,CMIP6 CMOR variable,m01s03i245[lbproc=4096],,m01s03i245[lbproc=4096],,%
Variable atmos.day.hursmax_tstat-h2m-hxy-u (day.hursmax),1800,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1800,day atmos CMIP6 UKESM1 HadGEM3-GC31,hursmax_tstat-h2m-hxy-u,relative_humidity,"""comment"" was ""The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C."";",area: areacella,area: mean time: maximum,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude time height2m,day,Daily Maximum Near-Surface Relative Humidity,atmos,,"normally report this at 2 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",%,CMIP6 CMOR variable,m01s03i245[lbproc=8192],,m01s03i245[lbproc=8192],,%
Variable atmos.day.hurs_tavg-h2m-hxy-u (day.hurs),1799,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1799,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,hurs_tavg-h2m-hxy-u,relative_humidity,"""comment"" was ""The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C."";",area: areacella,area: time: mean,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude time height2m,day,Near-Surface Relative Humidity,atmos,,"normally report this at 2 meters above the surface; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time height2m CMIP7:longitude latitude time  height2m,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",%,CMIP6 CMOR variable,m01s03i245[lbproc=128],,m01s03i245[lbproc=128],,%
Variable atmos.day.hur_tavg-p19-hxy-u (day.hur),1798,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1798,day atmos CMIP6 UKESM1 HadGEM3-GC31 BCV,hur_tavg-p19-hxy-u,relative_humidity,"""dimensions"" was ""longitude latitude plev8 time""; ; ""comment"" was ""The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C."";",area: areacella,time: mean,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude plev19 time,day,Relative Humidity,atmos,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",%,CMIP6 CMOR variable,"m01s30i296[blev=PLEV8, lbproc=128] / m01s30i304[blev=PLEV8, lbproc=128]",,"m01s30i296[blev=PLEV8, lbproc=128] / m01s30i304[blev=PLEV8, lbproc=128]",,%
