title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable seaIce.day.simpeffconc_tavg-u-hxy-si (SIday.simpeffconc),1677,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1677,day seaIce,simpeffconc_tavg-u-hxy-si,area_fraction,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of sea-ice surface that is covered by open melt ponds, that is melt ponds that are not covered by snow or ice lids. This represents the effective (i.e. radiatively-active) melt pond area fraction.",longitude latitude time typemp,day,Fraction of Sea Ice Covered by Effective Melt Pond,seaIce,,,%,New,,,,,
Variable seaIce.day.simpconc_tavg-u-hxy-si (SIday.simpconc),1676,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1676,day seaIce,simpconc_tavg-u-hxy-si,area_fraction,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Area fraction of sea-ice surface that is covered by melt ponds.,longitude latitude time,day,Fraction of Sea Ice Covered by Melt Pond,seaIce,,,%,New,,,,,
Variable seaIce.day.sithickitd_tavg-u-hxy-si (SIday.siitdthick),1675,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1675,day seaIce,sithickitd_tavg-u-hxy-si,sea_ice_thickness,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Actual (floe) thickness of sea ice in each ice thickness category, NOT volume divided by grid area (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of categories as third coordinate axis).",longitude latitude time,day,Sea-Ice Thickness in Ice Thickness Categories,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",m,New,,,,,
Variable seaIce.day.snditd_tavg-u-hxy-si (SIday.siitdsnthick),1674,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1674,day seaIce,snditd_tavg-u-hxy-si,surface_snow_thickness,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Actual thickness of snow in each ice thickness category, NOT snow volume divided by grid area (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of categories as third coordinate axis). It can also be derived by dividing the volume of snow by the area of snow in each thickness category.",longitude latitude time,day,Snow Thickness in Ice Thickness Categories,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",m,New,,,,,
Variable seaIce.day.sncitd_tavg-u-hxy-si (SIday.siitdsnconc),1673,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1673,day seaIce,sncitd_tavg-u-hxy-si,surface_snow_area_fraction,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of grid cell covered by snow in each ice thickness category (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of the categories as third coordinate axis).",longitude latitude time,day,Snow Area Fractions in Ice Thickness Categories,seaIce,,,%,New,,,,,
Variable seaIce.day.siconcitd_tavg-u-hxy-sea (SIday.siitdconc),1672,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1672,day seaIce,siconcitd_tavg-u-hxy-sea,sea_ice_area_fraction,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of grid cell covered by each ice thickness category (vector with one entry for each ice thickness category starting from the thinnest category, netcdf file should use thickness bounds of the categories as third coordinate axis).",longitude latitude time,day,Sea-Ice Area Fractions in Ice Thickness Categories,seaIce,,,%,New,,,,,
Variable seaIce.day.sihc_tavg-u-hxy-sea (SIday.sihc),1671,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1671,day seaIce,sihc_tavg-u-hxy-sea,sea_ice_enthalpy_content,Not present,area: areacello,area: mean where sea time: mean,"Heat content of all ice in grid cell divided by grid-cell area. This includes both the latent and sensible heat content contributions. Water at 0C is assumed to have a heat content of 0 J. This variable does not include heat content of snow, but does include heat content of brine. Heat content is always negative since both the sensible and the latent heat content of ice are less than that of water. Note that the CF standard name is incorrect since heat content is not only function of temperature but also of salinity, plus the link with temperature is not linear. A new CF standard name is currently being proposed to address this issue (https://github.com/cf-convention/vocabularies/issues/253).",longitude latitude time,day,Sea-Ice Heat Content,seaIce,,,J m-2,New,,,,,
Variable seaIce.day.rsus_tavg-u-hxy-si (SIday.siflswutop),1670,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1670,day seaIce,rsus_tavg-u-hxy-si,surface_upwelling_shortwave_flux_in_air,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Upward shortwave flux from the sea-ice surface to the atmosphere (energy flow per sea ice area). Always positive or zero.,longitude latitude time,day,Upwelling Shortwave Flux over Sea Ice,seaIce,up,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.rsds_tavg-u-hxy-si (SIday.siflswdtop),1669,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1669,day seaIce,rsds_tavg-u-hxy-si,surface_downwelling_shortwave_flux_in_air,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Downwelling shortwave flux from the atmosphere to the sea-ice surface (energy flow per sea ice area). Always positive or zero.,longitude latitude time,day,Downwelling Shortwave Flux over Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.siflswdbot_tavg-u-hxy-si (SIday.siflswdbot),1668,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1668,day seaIce,siflswdbot_tavg-u-hxy-si,downwelling_shortwave_flux_in_sea_water_at_sea_ice_base,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Downwelling shortwave flux underneath sea ice, i.e. the amount of shortwave radiation that penetrates the sea ice and reaches the sea ice-ocean interface (energy flow per sea ice area). Always positive or zero.",longitude latitude time,day,Downwelling Shortwave Flux under Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.hfss_tavg-u-hxy-si (SIday.siflsenstop),1667,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1667,day seaIce,hfss_tavg-u-hxy-si,surface_downward_sensible_heat_flux,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Net sensible heat flux over sea ice (energy flow per sea ice area). Positive for a downward heat flux.,longitude latitude time,day,Net Downward Sensible Heat Flux over Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.siflsensbot_tavg-u-hxy-si (SIday.siflsensbot),1666,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1666,day seaIce,siflsensbot_tavg-u-hxy-si,upward_sea_ice_basal_heat_flux,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Net sensible heat flux under sea ice from or to the ocean (energy flow per sea ice area). Per sign convention, heat from the ocean is counted as negative since it describes an upward heat flux.",longitude latitude time,day,Net Upward Sensible Heat Flux under Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.rlus_tavg-u-hxy-si (SIday.sifllwutop),1665,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1665,day seaIce,rlus_tavg-u-hxy-si,surface_upwelling_longwave_flux_in_air,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Upward longwave flux from the sea-ice surface to the atmosphere (energy flow per sea ice area). Always positive or zero.,longitude latitude time,day,Upwelling Longwave Flux over Sea Ice,seaIce,up,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.rlds_tavg-u-hxy-si (SIday.sifllwdtop),1664,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1664,day seaIce,rlds_tavg-u-hxy-si,surface_downwelling_longwave_flux_in_air,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Downwelling longwave flux from the atmosphere to the sea-ice surface (energy flow per sea ice area). Always positive or zero.,longitude latitude time,day,Downwelling Longwave Flux over Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.hfls_tavg-u-hxy-si (SIday.sifllattop),1663,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1663,day seaIce,hfls_tavg-u-hxy-si,surface_downward_latent_heat_flux,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Net latent heat flux over sea ice (energy flow per sea ice area). Positive for a downward heat flux.,longitude latitude time,day,Net Latent Heat Flux over Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.siflcondtop_tavg-u-hxy-si (SIday.siflcondtop),1662,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1662,day seaIce,siflcondtop_tavg-u-hxy-si,surface_downward_heat_flux_in_sea_ice,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Net heat conduction flux at the ice surface, i.e. the conductive heat flux from the centre of the uppermost vertical sea-ice grid box to the surface of the sea ice (energy flow per sea ice area). Positive for a downward heat flux.",longitude latitude time,day,Net Conductive Heat Flux in Sea Ice at the Surface,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.siflcondbot_tavg-u-hxy-si (SIday.siflcondbot),1661,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1661,day seaIce,siflcondbot_tavg-u-hxy-si,basal_downward_heat_flux_in_sea_ice,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Net heat conduction flux at the ice base, i.e. the conductive heat flux from the centre of the lowermost vertical sea-ice grid box to the base of the sea ice (energy flow per sea ice area). Positive for a downward heat flux.",longitude latitude time,day,Net Conductive Heat Flux in Sea Ice at the Base,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",W m-2,New,,,,,
Variable seaIce.day.sifb_tavg-u-hxy-si (SIday.sifb),1660,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1660,day seaIce,sifb_tavg-u-hxy-si,sea_ice_freeboard,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Mean height of sea-ice surface (i.e. snow-ice interface when snow covered) above sea level. This follows the classical definition of freeboard for in situ observations. In the satellite community, sometimes the total height of sea ice and snow above sea level is referred to as freeboard. This can easily be calculated by adding sisnthick to sifb.",longitude latitude time,day,Sea-Ice Freeboard,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",m,New,,,,,
Variable seaIce.day.siextent_tavg-u-hm-u (SIday.siextents),1659,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1659,day seaIce,siextent_tavg-u-hm-u,sea_ice_extent,Not present,,area: time: mean,Total integrated area of all Southern Hemisphere grid cells that are covered by at least 15% areal fraction of sea ice (siconc >= 0.15). Does not include grid cells partially covered by land.,time,day,Sea-Ice Extent South,seaIce,,,1e6 km2,New,,,,,
Variable seaIce.day.siextent_tavg-u-hm-u (SIday.siextentn),1658,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1658,day seaIce,siextent_tavg-u-hm-u,sea_ice_extent,Not present,,area: time: mean,Total integrated area of all Northern Hemisphere grid cells that are covered by at least 15% areal fraction of sea ice (siconc >= 0.15). Does not include grid cells partially covered by land.,time,day,Sea-Ice Extent North,seaIce,,,1e6 km2,New,,,,,
Variable seaIce.day.siarea_tavg-u-hm-u (SIday.siareas),1655,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1655,day seaIce,siarea_tavg-u-hm-u,sea_ice_area,Not present,,area: sum time: mean,Total integrated area of sea ice in the Southern Hemisphere (where siconc > 0). Does not include grid cells partially covered by land.,time,day,Sea-Ice Area South,seaIce,,,1e6 km2,New,,,,,
Variable seaIce.day.siarea_tavg-u-hm-u (SIday.siarean),1654,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1654,day seaIce,siarea_tavg-u-hm-u,sea_ice_area,Not present,,area: sum time: mean,Total integrated area of sea ice in the Northern Hemisphere (where siconc > 0). Does not include grid cells partially covered by land.,time,day,Sea-Ice Area North,seaIce,,,1e6 km2,New,,,,,
Variable seaIce.day.siage_tavg-u-hxy-si (SIday.siage),1653,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1653,day seaIce,siage_tavg-u-hxy-si,age_of_sea_ice,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Age of sea ice since its formation in open water.,longitude latitude time,day,Age of Sea Ice,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",s,New,,,,,
