title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable seaIce.mon.sistryubot_tavg-u-hxy-si (SImon.sistryubot),1784,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1784,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sistryubot_tavg-u-hxy-si,upward_y_stress_at_sea_ice_base,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Y-component of ocean stress on sea ice"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Y-component of the ocean stress on the sea ice bottom divided by grid-cell area.,longitude latitude time,mon,Y-Component of Ocean Stress on Sea Ice,seaIce,up,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",N m-2,CMIP6 CMOR variable,sistryubot,,sistryubot,,N m-2
Variable seaIce.mon.sistrydtop_tavg-u-hxy-si (SImon.sistrydtop),1783,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1783,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sistrydtop_tavg-u-hxy-si,surface_downward_y_stress,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL""; ; ""comment"" was ""Y-component of atmospheric stress on sea ice"";",::MODEL,area: time: mean where sea_ice (mask=siconc),Y-component of the atmospheric stress on the surface of sea ice divided by grid-cell area.,longitude latitude time,mon,Y-Component of Atmospheric Stress on Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",N m-2,CMIP6 CMOR variable,sistrydtop,,sistrydtop,,N m-2
Variable seaIce.mon.sistrxubot_tavg-u-hxy-si (SImon.sistrxubot),1782,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1782,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sistrxubot_tavg-u-hxy-si,upward_x_stress_at_sea_ice_base,"""comment"" was ""X-component of ocean stress on sea ice""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),X-component of the ocean stress on the sea ice bottom divided by grid-cell area.,longitude latitude time,mon,X-Component of Ocean Stress on Sea Ice,seaIce,up,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",N m-2,CMIP6 CMOR variable,sistrxubot,,sistrxubot,,N m-2
Variable seaIce.mon.sistrxdtop_tavg-u-hxy-si (SImon.sistrxdtop),1781,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1781,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sistrxdtop_tavg-u-hxy-si,surface_downward_x_stress,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""X-component of atmospheric stress on sea ice""; ; ""cell_measures"" was ""--MODEL"";",::MODEL,area: time: mean where sea_ice (mask=siconc),X-component of the atmospheric stress on the surface of sea ice divided by grid-cell area.,longitude latitude time,mon,X-Component of Atmospheric Stress on Sea Ice,seaIce,down,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",N m-2,CMIP6 CMOR variable,sistrxdtop,,sistrxdtop,,N m-2
Variable seaIce.mon.sistressmax_tpt-u-hxy-si (SImon.sistressmax),1780,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1780,mon seaIce CMIP6,sistressmax_tpt-u-hxy-si,maximum_over_coordinate_rotation_of_sea_ice_horizontal_shear_stress,"""frequency"" was ""monPt""; ; ""cell_methods"" was ""area: mean where sea_ice (comment: mask=siconc) time: point""; ; ""comment"" was ""Maximum shear stress in sea ice (second stress invariant)"";",area: areacello,area: mean where sea_ice (mask=siconc) time: point,"Maximum shear stress in sea ice (second stress invariant). Requested as instantaneous value at the center of the month (i.e., first timestep of the 15th day of the month).",longitude latitude time1,mon,Maximum Shear Stress in Sea Ice,seaIce,,"CHANGE SINCE CMIP6: compound name,",N m-1,CMIP6 CMOR variable,,,,,
Variable seaIce.mon.sistressave_tpt-u-hxy-si (SImon.sistressave),1779,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1779,mon seaIce CMIP6,sistressave_tpt-u-hxy-si,sea_ice_average_normal_horizontal_stress,"""frequency"" was ""monPt""; ; ""cell_methods"" was ""area: mean where sea_ice (comment: mask=siconc) time: point""; ; ""comment"" was ""Average normal stress in sea ice (first stress invariant)"";",area: areacello,area: mean where sea_ice (mask=siconc) time: point,"Average normal stress in sea ice (first stress invariant). Requested as instantaneous value at the center of the month (i.e., first timestep of the 15th day of the month).",longitude latitude time1,mon,Average Normal Stress in Sea Ice,seaIce,,"CHANGE SINCE CMIP6: compound name,",N m-1,CMIP6 CMOR variable,,,,,
Variable seaIce.mon.sispeed_tavg-u-hxy-si (SImon.sispeed),1778,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1778,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sispeed_tavg-u-hxy-si,sea_ice_speed,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Speed of ice (i.e. mean absolute velocity) to account for back-and-forth movement of the ice"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Speed of ice (i.e. mean absolute velocity) to account for back-and-forth movement of the ice.,longitude latitude time,mon,Sea-Ice Speed,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",m s-1,CMIP6 CMOR variable,sispeed,,sispeed,,m s-1
Variable seaIce.mon.snd_tavg-u-hxy-si (SImon.sisnthick),1777,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1777,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV,snd_tavg-u-hxy-si,surface_snow_thickness,"""comment"" was ""Actual thickness of snow (snow volume divided by snow-covered area)"";",area: areacello,area: mean where snow over sea_ice area: time: mean where sea_ice,Actual thickness of snow averaged over the snow-covered part of the sea ice. This thickness is usually directly available within the model formulation. It can also be derived by dividing the total volume of snow by the area of the snow.,longitude latitude time,mon,Snow Thickness,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",m,CMIP6 CMOR variable,sisnthick,,sisnthick,,m
Variable seaIce.mon.sisnmassacrossline_tavg-u-ht-u (SImon.sisnmassacrossline),1774,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1774,mon seaIce CMIP6,sisnmassacrossline_tavg-u-ht-u,snow_transport_across_line_due_to_sea_ice_dynamics,"""comment"" was ""net (sum of transport in all directions) sea ice area transport through the following four passages, positive into the Arctic Ocean 1. Fram Strait = (11.5W,81.3N to (10.5E,79.6N) 2. Canadian Archipelago = (128.2W,70.6N) to (59.3W,82.1N) 3. Barents opening = (16.8E,76.5N) to (19.2E,70.2N) 4. Bering Strait = (171W,66.2N) to (166W,65N)"";",,time: mean,"Net (sum of transport in all directions) snow mass transport through the following four passages, positive into the Arctic Ocean. Note that the definitions of the passages are for SIMIP purposes just meant as default values as given by the physical ocean MIP described in Griffies et al. (2016). Individual models might chose slightly different definitions as given by their grid geometry. 1. Fram Strait: (11.5W,81.3N) to (10.5E,79.6N). 2. Canadian Arctic Archipelago: (128.2W,70.6N) to (59.3W,82.1N). 3. Barents Sea Opening: (16.8E,76.5N) to (19.2E,70.2N). 4. Bering Strait: (171W,66.2N) to (166W,65N).",siline time,mon,Snow Mass Flux Through Straits,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.mon.sisnmass_tavg-u-hxy-u (SImon.sisnmass),1773,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1773,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sisnmass_tavg-u-hxy-u,surface_snow_amount,"""comment"" was ""Total mass of snow on sea ice divided by sea-ice area.""; ; ""standard_name"" was ""liquid_water_content_of_surface_snow""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Total mass of snow on sea ice divided by grid-cell area. This then allows one to analyse the storage of latent heat in the snow, and to calculate the snow-water equivalent.",longitude latitude time,mon,Snow Mass per Area,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",kg m-2,CMIP6 CMOR variable,hs * SNOW_DENSITY,,hs * SNOW_DENSITY,,kg m-2
Variable seaIce.mon.sisnhc_tavg-u-hxy-si (SImon.sisnhc),1772,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1772,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sisnhc_tavg-u-hxy-si,thermal_energy_content_of_surface_snow,"""comment"" was ""Heat-content of all snow in grid cell divided by total grid-cell area. Snow-water equivalent at 0 Celsius is assumed to have a heat content of 0 J.  Does not include heat content of sea ice.""; ; ""long_name"" was ""Snow Heat Content per Unit Area""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Heat content of all snow in grid cell divided by grid-cell area. This includes both the latent and sensible heat content contributions. Snow-water equivalent at 0 C is assumed to have a heat content of 0 J. Does not include the heat content of sea ice.,longitude latitude time,mon,Snow Heat Content,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",J m-2,CMIP6 CMOR variable,sisnhc,,sisnhc,,J m-2
Variable seaIce.mon.sisndmasswind_tavg-u-hxy-si (SImon.sisndmasswind),1771,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1771,mon seaIce CMIP6,sisndmasswind_tavg-u-hxy-si,tendency_of_surface_snow_amount_due_to_drifting_into_sea,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Rate of change of snow mass due to wind-driven transport into the ocean divided by grid-cell area.,longitude latitude time,mon,Snow Mass Rate of Change Through Wind Drift of Snow,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.mon.sisndmasssubl_tavg-u-hxy-si (SImon.sisndmasssubl),1770,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1770,mon seaIce CMIP6,sisndmasssubl_tavg-u-hxy-si,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,"""comment"" was ""the rate of change of snow mass through sublimation and evaporation divided by sea-ice area""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Rate of change of snow mass through sublimation divided by grid-cell area. If a model does not differentiate between the sublimation of snow and sea ice, we recommend to report all sublimation within sisndmasssubl as long as the ice is snow covered.",longitude latitude time,mon,Snow Mass Rate of Change Through Evaporation or Sublimation,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.mon.sisndmasssnf_tavg-u-hxy-si (SImon.sisndmasssnf),1769,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1769,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sisndmasssnf_tavg-u-hxy-si,snowfall_flux,"""long_name"" was ""Snow Mass Change Through Snow Fall""; ; ""comment"" was ""mass of solid precipitation falling onto sea ice divided by sea-ice area""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Rate of change of snow mass due to solid precipitation (i.e. snowfall) falling onto sea ice divided by grid-cell area. Always positive or zero.,longitude latitude time,mon,Snow Mass Change Through Snowfall,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg m-2 s-1,CMIP6 CMOR variable,snow_ai * FRESHWATER_DENSITY / (100. * SECONDS_IN_DAY),,snow_ai * FRESHWATER_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.mon.sisndmasssi_tavg-u-hxy-si (SImon.sisndmasssi),1768,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1768,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sisndmasssi_tavg-u-hxy-si,tendency_of_surface_snow_amount_due_to_conversion_of_snow_to_sea_ice,"""comment"" was ""the rate of change of snow mass due to transformation of snow to sea ice divided by sea-ice area""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Rate of change of snow mass due to transformation of snow to sea ice divided by grid-cell area. Always negative or zero.,longitude latitude time,mon,Snow Mass Rate of Change Through Snow-to-Ice Conversion,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg m-2 s-1,CMIP6 CMOR variable,-1 * snoice * ICE_DENSITY / (100. * SECONDS_IN_DAY),,-1 * snoice * ICE_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.mon.sisndmassmelt_tavg-u-hxy-si (SImon.sisndmassmelt),1767,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1767,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sisndmassmelt_tavg-u-hxy-si,surface_snow_melt_flux,"""comment"" was ""the rate of change of snow mass through melt divided by sea-ice area""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Rate of change of snow mass through melt divided by grid-cell area. Always negative or zero.,longitude latitude time,mon,Snow Mass Rate of Change Through Melt,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg m-2 s-1,CMIP6 CMOR variable,-1 * melts * SNOW_DENSITY / (100. * SECONDS_IN_DAY),,-1 * melts * SNOW_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.mon.sisndmassdyn_tavg-u-hxy-si (SImon.sisndmassdyn),1766,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1766,mon seaIce CMIP6,sisndmassdyn_tavg-u-hxy-si,tendency_of_surface_snow_amount_due_to_sea_ice_dynamics,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Rate of change of snow mass due to sea ice dynamics (advection, divergence, etc.) divided by grid-cell area.",longitude latitude time,mon,Snow Mass Rate of Change Through Advection by Sea-Ice Dynamics,seaIce,,"CHANGE SINCE CMIP6: compound name,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.mon.snc_tavg-u-hxy-si (SImon.sisnconc),1765,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1765,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,snc_tavg-u-hxy-si,surface_snow_area_fraction,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""units"" was ""%""; ; ""comment"" was ""Percentage of sea ice, by area, which is covered by snow, giving equal weight to every square metre of sea ice . Exclude snow that lies on land or land ice.""; ; ""long_name"" was ""Snow Area Percentage"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Area fraction of the sea-ice surface that is covered by snow. In many models that do not explicitly resolve an areal fraction of snow, this variable will always be either 0 or 1.",longitude latitude time,mon,Snow Area Fraction,seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",1,CMIP6 CMOR variable,snowfrac / aice,,snowfrac / aice,,1
