title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable ocean.yr.osaltpadvect_tavg-l-hxy-sea (Oyr.osaltpadvect),1643,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1643,yr ocean CMIP6,osaltpadvect_tavg-l-hxy-sea,tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_eddy_advection,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of salt content for a grid cell from parameterized eddy advection (any form of eddy advection).,longitude latitude olevel time,yr,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Eddy Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable ocean.yr.osaltdiff_tavg-l-hxy-sea (Oyr.osaltdiff),1642,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1642,yr ocean CMIP6 UKESM1 HadGEM3-GC31,osaltdiff_tavg-l-hxy-sea,tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_dianeutral_mixing,"""standard_name"" was ""tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_eddy_dianeutral_mixing"";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of salt content for a grid cell from parameterized dianeutral mixing.,longitude latitude olevel time,yr,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Dianeutral Mixing,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,kg m-2 s-1,CMIP6 CMOR variable,osaltdiff,,osaltdiff,,kg m-2 s-1
Variable ocean.yr.opottemptend_tavg-l-hxy-sea (Oyr.opottemptend),1641,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1641,yr ocean CMIP6 UKESM1 HadGEM3-GC31,opottemptend_tavg-l-hxy-sea,tendency_of_sea_water_potential_temperature_expressed_as_heat_content,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from all processes. Reported only for models that use potential temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Potential Temperature Expressed as Heat Content,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,opottemptend,,opottemptend,,W m-2
Variable ocean.yr.opottemprmadvect_tavg-l-hxy-sea (Oyr.opottemprmadvect),1640,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1640,yr ocean CMIP6 UKESM1 HadGEM3-GC31,opottemprmadvect_tavg-l-hxy-sea,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_residual_mean_advection,"""comment"" was ""The phrase 'residual mean advection' refers to the sum of the model's resolved advective transport plus any parameterized advective transport. Parameterized advective transport includes processes such as parameterized mesoscale and submesoscale transport, as well as any other advectively parameterized transport. When the parameterized advective transport is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic, since the convergence of skew-fluxes are identical (in the continuous formulation) to the convergence of advective fluxes."";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from residual mean (sum of Eulerian mean + parameterized eddy-induced) advection. Reported only for models that use potential temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,opottempadvect,,opottempadvect,,W m-2
Variable ocean.yr.opottemppsmadvect_tavg-l-hxy-sea (Oyr.opottemppsmadvect),1639,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1639,yr ocean CMIP6,opottemppsmadvect_tavg-l-hxy-sea,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use potential temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.opottemppmdiff_tavg-l-hxy-sea (Oyr.opottemppmdiff),1638,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1638,yr ocean CMIP6 UKESM1 HadGEM3-GC31,opottemppmdiff_tavg-l-hxy-sea,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized mesoscale eddy diffusion. Reported only for models that use potential temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,opottemppmdiff,,opottemppmdiff,,W m-2
Variable ocean.yr.opottemppadvect_tavg-l-hxy-sea (Oyr.opottemppadvect),1637,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1637,yr ocean CMIP6,opottemppadvect_tavg-l-hxy-sea,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection,"""comment"" was ""Tendency of heat content for a grid cell from parameterized eddy advection (any form of eddy advection). Reported only for models that use potential temperature as prognostic field."";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized  eddy advection (all forms of eddy advection). Reported only for models that use potential temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.opottempmint_tavg-u-hxy-sea (Oyr.opottempmint),1636,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1636,yr ocean CMIP6 UKESM1 HadGEM3-GC31,opottempmint_tavg-u-hxy-sea,integral_wrt_depth_of_product_of_potential_temperature_and_sea_water_density,"""comment"" was ""Integral over the full ocean depth of the product of sea water density and potential temperature.""; ; ""standard_name"" was ""integral_wrt_depth_of_product_of_sea_water_density_and_potential_temperature"";",area: areacello,area: mean where sea time: mean,"Full column sum of density\*cell thickness\*potential temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.",longitude latitude time,yr,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,ocean,,Report on native horizontal grid.,degC kg m-2,CMIP6 CMOR variable,opottempmint,,opottempmint,,degC kg m-2
Variable ocean.yr.opottempdiff_tavg-l-hxy-sea (Oyr.opottempdiff),1635,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1635,yr ocean CMIP6 UKESM1 HadGEM3-GC31,opottempdiff_tavg-l-hxy-sea,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing,"""standard_name"" was ""tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_eddy_dianeutral_mixing"";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use potential temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,opottempdiff,,opottempdiff,,W m-2
Variable ocean.yr.ocontemptend_tavg-l-hxy-sea (Oyr.ocontemptend),1634,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1634,yr ocean CMIP6,ocontemptend_tavg-l-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from all processes. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.ocontemprmadvect_tavg-l-hxy-sea (Oyr.ocontemprmadvect),1633,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1633,yr ocean CMIP6,ocontemprmadvect_tavg-l-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_residual_mean_advection,"""comment"" was ""Conservative Temperature is defined as part of the Thermodynamic Equation of Seawater 2010 (TEOS-10) which was adopted in 2010 by the International Oceanographic Commission (IOC). The phrase 'residual mean advection' refers to the sum of the model's resolved advective transport plus any parameterized advective transport. Parameterized advective transport includes processes such as parameterized mesoscale and submesoscale transport, as well as any other advectively parameterized transport. When the parameterized advective transport is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic, since the convergence of skew-fluxes are identical (in the continuous formulation) to the convergence of advective fluxes."";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from residual mean  (sum of Eulerian mean + parameterized eddy-induced) advection. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.ocontemppsmadvect_tavg-l-hxy-sea (Oyr.ocontemppsmadvect),1632,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1632,yr ocean CMIP6,ocontemppsmadvect_tavg-l-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.ocontemppmdiff_tavg-l-hxy-sea (Oyr.ocontemppmdiff),1631,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1631,yr ocean CMIP6,ocontemppmdiff_tavg-l-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion,,area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized mesoscale eddy diffusion. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.ocontemppadvect_tavg-l-hxy-sea (Oyr.ocontemppadvect),1630,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1630,yr ocean CMIP6,ocontemppadvect_tavg-l-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection,"""comment"" was ""Tendency of heat content for a grid cell from parameterized eddy advection (any form of eddy advection). Reported only for models that use conservative temperature as prognostic field."";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized eddy advection (all forms of eddy advection). Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.ocontempmint_tavg-u-hxy-sea (Oyr.ocontempmint),1629,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1629,yr ocean CMIP6,ocontempmint_tavg-u-hxy-sea,integral_wrt_depth_of_product_of_conservative_temperature_and_sea_water_density,"""comment"" was ""Full column sum of density*cell thickness*conservative temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.""; ; ""standard_name"" was ""integral_wrt_depth_of_product_of_sea_water_density_and_conservative_temperature"";",area: areacello,area: mean where sea time: mean,"Full column sum of density\*cell thickness\*conservative temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.",longitude latitude time,yr,Depth Integral of Product of Sea Water Density and Conservative Temperature,ocean,,Report on native horizontal grid.,degC kg m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.ocontempdiff_tavg-l-hxy-sea (Oyr.ocontempdiff),1628,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1628,yr ocean CMIP6,ocontempdiff_tavg-l-hxy-sea,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing,"""standard_name"" was ""tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_dianeutral_mixing"";",area: areacello volume: volcello,area: mean where sea time: mean,Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use conservative temperature as prognostic field.,longitude latitude olevel time,yr,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,W m-2,CMIP6 CMOR variable,,,,,
Variable ocean.yr.dispkexyfo_tavg-u-hxy-sea (Oyr.dispkexyfo),1627,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1627,yr ocean CMIP6 UKESM1 HadGEM3-GC31,dispkexyfo_tavg-u-hxy-sea,ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction,,area: areacello,area: mean where sea time: mean,"Depth integrated impacts on kinetic energy arising from lateral frictional dissipation associated with Laplacian and/or biharmonic viscosity. For CMIP5, this diagnostic was 3d, whereas the CMIP6 depth integrated diagnostic is sufficient for many purposes and reduces archive requirements.",longitude latitude time,yr,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,ocean,,Report on native horizontal grid.,W m-2,CMIP6 CMOR variable,dispkexyfo,,dispkexyfo,,W m-2
Variable ocean.yr.difvso_tavg-l-hxy-sea (Oyr.difvso),1626,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1626,yr ocean CMIP6 UKESM1 HadGEM3-GC31,difvso_tavg-l-hxy-sea,ocean_vertical_salt_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Vertical/dianeutral diffusivity applied to prognostic salinity field.,longitude latitude olevel time,yr,Ocean Vertical Salt Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,m2 s-1,CMIP6 CMOR variable,difvso,,difvso,,m2 s-1
Variable ocean.yr.difvho_tavg-l-hxy-sea (Oyr.difvho),1625,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1625,yr ocean CMIP6 UKESM1 HadGEM3-GC31,difvho_tavg-l-hxy-sea,ocean_vertical_heat_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Vertical/dianeutral diffusivity applied to prognostic temperature field.,longitude latitude olevel time,yr,Ocean Vertical Heat Diffusivity,ocean,,Report on native horizontal grid as well. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,m2 s-1,CMIP6 CMOR variable,difvho,,difvho,,m2 s-1
Variable ocean.yr.diftrelo_tavg-l-hxy-sea (Oyr.diftrelo),1624,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1624,yr ocean CMIP6,diftrelo_tavg-l-hxy-sea,ocean_tracer_epineutral_laplacian_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Ocean tracer diffusivity associated with parameterized eddy-induced diffusive transport oriented along neutral or isopycnal directions. Sometimes this diffusivity is called the neutral diffusivity or isopycnal diffusivity or Redi diffusivity.,longitude latitude olevel time,yr,Ocean Tracer Epineutral Laplacian Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,m2 s-1,CMIP6 CMOR variable,,,,,
Variable ocean.yr.diftrblo_tavg-l-hxy-sea (Oyr.diftrblo),1623,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1623,yr ocean CMIP6,diftrblo_tavg-l-hxy-sea,ocean_tracer_laplacian_diffusivity_due_to_parameterized_mesoscale_eddy_advection,"""comment"" was ""Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the 'thickness' diffusivity. For CMIP5, this diagnostic was called 'ocean tracer bolus laplacian diffusivity'.  The CMIP6 name is physically more relevant."";",area: areacello volume: volcello,area: mean where sea time: mean,"Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the ""thickness"" diffusivity. For CMIP5, this diagnostic was called ""ocean tracer bolus laplacian diffusivity"".  The CMIP6 name is physically more relevant.",longitude latitude olevel time,yr,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,m2 s-1,CMIP6 CMOR variable,,,,,
Variable ocean.yr.difmxylo_tavg-l-hxy-sea (Oyr.difmxylo),1622,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1622,yr ocean CMIP6,difmxylo_tavg-l-hxy-sea,ocean_momentum_xy_laplacian_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Lateral Laplacian viscosity applied to the momentum equations.,longitude latitude olevel time,yr,Ocean Momentum XY Laplacian Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,m2 s-1,CMIP6 CMOR variable,,,,,
Variable ocean.yr.difmxybo_tavg-l-hxy-sea (Oyr.difmxybo),1621,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1621,yr ocean CMIP6,difmxybo_tavg-l-hxy-sea,ocean_momentum_xy_biharmonic_diffusivity,,area: areacello volume: volcello,area: mean where sea time: mean,Lateral biharmonic viscosity applied to the momentum equations.,longitude latitude olevel time,yr,Ocean Momentum XY Biharmonic Diffusivity,ocean,,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,m4 s-1,CMIP6 CMOR variable,,,,,
Variable ocean.mon.zostoga_tavg-u-hm-sea (Omon.zostoga),1620,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1620,mon ocean CMIP6 UKESM1 HadGEM3-GC31 BCV,zostoga_tavg-u-hm-sea,global_average_thermosteric_sea_level_change,,,area: mean where sea time: mean,There is no CMIP6 request for zosga nor zossga.,time,mon,Global Average Thermosteric Sea Level Change,ocean,,,m,CMIP6 CMOR variable,"calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)",,"calc_zostoga(thetao, thkcello, areacello, zfullo_0, so_0, rho_0_mean, deptho_0_mean)",,m
Variable ocean.mon.zossq_tavg-u-hxy-sea (Omon.zossq),1619,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1619,mon ocean CMIP6 UKESM1 HadGEM3-GC31,zossq_tavg-u-hxy-sea,square_of_sea_surface_height_above_geoid,,area: areacello,area: mean where sea time: mean,Surface ocean geoid defines z=0.,longitude latitude time,mon,Square of Sea Surface Height Above Geoid,ocean,,Report on native horizontal grid as well as on a spherical latitude/longitude grid.,m2,CMIP6 CMOR variable,zossq,,zossq,,m2
