title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable aerosol.3hr.mmrno3_tpt-u-hm-u (E3hrPt.mmrno3),698,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/698,3hr aerosol,mmrno3_tpt-u-hm-u,mass_fraction_of_nitrate_dry_aerosol_particles_in_air,Not present,::MODEL,area: point time: point,"This variable represents the instantaneous surface NO3 Aerosol Mass Mixing Ratio at CF sites, sampled every 3 hours",site time1,3hr,Instantaneous surface NO3 aerosol mass mixing ratio at CF sites,aerosol,,,kg kg-1,New,,,,,
Variable aerosol.3hr.mmrnh4_tpt-u-hm-u (E3hrPt.mmrnh4),697,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/697,3hr aerosol,mmrnh4_tpt-u-hm-u,mass_fraction_of_ammonium_dry_aerosol_particles_in_air,Not present,::MODEL,area: point time: point,"This variable represents the instantaneous surface NH4 Aerosol Mass Mixing Ratio at CF sites, sampled every 3 hours",site time1,3hr,Instantaneous surface NH4 aerosol mass mixing ratio at CF sites,aerosol,,,kg kg-1,New,,,,,
Variable aerosol.3hr.mmrdust_tpt-u-hm-u (E3hrPt.mmrdust),696,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/696,3hr aerosol,mmrdust_tpt-u-hm-u,mass_fraction_of_dust_dry_aerosol_particles_in_air,Not present,::MODEL,area: point time: point,"This variable represents the instantaneous surface Dust Aerosol Mass Mixing Ratio at CF sites, sampled every 3 hours",site time1,3hr,Instantaneous surface Dust Aerosol Mass Mixing Ratio at CF sites,aerosol,,,kg kg-1,New,,,,,
Variable aerosol.3hr.mmrbc_tpt-u-hm-u (E3hrPt.mmrbc),695,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/695,3hr aerosol,mmrbc_tpt-u-hm-u,mass_fraction_of_elemental_carbon_dry_aerosol_particles_in_air,Not present,::MODEL,area: point time: point,"This variable represents the instantaneous surface elemental carbon Aerosol Mass Mixing Ratio at CF sites, sampled every 3 hours",site time1,3hr,Elemental carbon mass mixing ratio,aerosol,,,kg kg-1,New,,,,,
Variable aerosol.3hr.mmraerh2o_tpt-u-hm-u (E3hrPt.mmraerh2o),694,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/694,3hr aerosol,mmraerh2o_tpt-u-hm-u,mass_fraction_of_water_in_ambient_aerosol_particles_in_air,Not present,::MODEL,area: point time: point,"This variable represents the instantaneous surface aerosol water Mass Mixing Ratio at CF sites, sampled every 3 hours",site time1,3hr,Instantaneous surface aerosol water mass mixing ratio at CF sites,aerosol,,,kg kg-1,New,,,,,
Variable aerosol.3hr.conccn_tpt-u-hxys-u (E3hrPt.conccn),691,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/691,3hr aerosol,conccn_tpt-u-hxys-u,number_concentration_of_ambient_aerosol_particles_in_air,Not present,::MODEL,area: point time: point,"The variable represents the instantaneous Aerosol Number Concentration at CF sites, sampled every 3 hours",site time1,3hr,Sub-daily Aerosol Number Concentration at CF sites,aerosol,,,m-3,New,,,,,
Variable aerosol.mon.vt_tavg-100hPa-hy-air (AERmonZ.vt100),446,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/446,mon aerosol CMIP6,vt_tavg-100hPa-hy-air,covariance_over_longitude_of_northward_wind_and_air_temperature,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,Zonally averaged eddy temperature flux at 100hPa as monthly means derived from daily (or higher frequency) fields.,latitude time p100,mon,Northward Eddy Temperature Flux,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",K m s-1,CMIP6 CMOR variable,,,,,
Variable aerosol.mon.va_tavg-p39-hy-air (AERmonZ.va),445,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/445,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,va_tavg-p39-hy-air,northward_wind,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,Meridional wind (positive in a northward direction).,latitude plev39 time,mon,Northward Wind,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",m s-1,CMIP6 CMOR variable,"m01s30i202[blev=PLEV39, lbproc=192] / m01s30i301[blev=PLEV39, lbproc=192]",,"m01s30i202[blev=PLEV39, lbproc=192] / m01s30i301[blev=PLEV39, lbproc=192]",,m s-1
Variable aerosol.mon.oh_tavg-p39-hy-air (AERmonZ.oh),442,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/442,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,oh_tavg-p39-hy-air,mole_fraction_of_hydroxyl_radical_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",latitude plev39 time,mon,OH Volume Mixing Ratio,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_OH) * m01s51i081[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_OH) * m01s51i081[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.o3_tavg-p39-hy-air (AERmonZ.o3),441,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/441,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,o3_tavg-p39-hy-air,mole_fraction_of_ozone_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",latitude plev39 time,mon,Mole Fraction of O3,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s51i001[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s51i001[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.noy_tavg-p39-hy-air (AERmonZ.noy),440,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/440,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,noy_tavg-p39-hy-air,mole_fraction_of_noy_expressed_as_nitrogen_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Total family (the sum of all appropriate species in the model); list the species in the netCDF header, e.g. NOy = N + NO + NO2 + NO3 + HNO3 + 2N2O5 + HNO4 + ClONO2 + BrONO2 Definition: Total reactive nitrogen; usually includes atomic nitrogen (N), nitric oxide (NO), NO2, nitrogen trioxide (NO3), dinitrogen radical (N2O5), nitric acid (HNO3), peroxynitric acid (HNO4), BrONO2, ClONO2 add comment attribute with detailed description about how the model calculates these fields",latitude plev39 time,mon,Total Reactive Nitrogen Volume Mixing Ratio,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"MOLECULAR_MASS_OF_AIR * ((m01s51i002[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NO) + (m01s51i003[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NO3) + (2 * m01s51i005[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_N2O5) + (m01s51i006[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HO2NO2) + (m01s51i007[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HNO3) + (m01s51i013[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HONO) + (m01s51i025[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_MEONO2) + (m01s51i048[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_BRONO2) + (m01s51i054[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CLONO2) + (m01s51i058[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NITROGEN) + (m01s51i996[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NO2)) / m01s51i999[blev=PLEV39, lbproc=192]",,"MOLECULAR_MASS_OF_AIR * ((m01s51i002[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NO) + (m01s51i003[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NO3) + (2 * m01s51i005[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_N2O5) + (m01s51i006[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HO2NO2) + (m01s51i007[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HNO3) + (m01s51i013[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HONO) + (m01s51i025[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_MEONO2) + (m01s51i048[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_BRONO2) + (m01s51i054[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CLONO2) + (m01s51i058[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NITROGEN) + (m01s51i996[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_NO2)) / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.n2o_tavg-p39-hy-air (AERmonZ.n2o),439,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/439,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,n2o_tavg-p39-hy-air,mole_fraction_of_nitrous_oxide_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.   The chemical formula of  nitrous oxide is N2O.",latitude plev39 time,mon,Mole Fraction of N2O,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_N2O) * m01s51i049[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_N2O) * m01s51i049[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.meanage_tavg-p39-hy-air (AERmonZ.meanage),438,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/438,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,meanage_tavg-p39-hy-air,age_of_stratospheric_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,The mean age of air is defined as the mean time that a stratospheric air mass has been out of contact with the well-mixed troposphere.,latitude plev39 time,mon,Mean Age of Stratospheric Air,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",yr,CMIP6 CMOR variable,"(m01s51i150[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]) / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,"(m01s51i150[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]) / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,yr
Variable aerosol.mon.ho2_tavg-p39-hy-air (AERmonZ.ho2),437,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/437,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,ho2_tavg-p39-hy-air,mole_fraction_of_hydroperoxyl_radical_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of hydroperoxyl radical is HO2.",latitude plev39 time,mon,HO2 Volume Mixing Ratio,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HO2) * m01s51i082[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HO2) * m01s51i082[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.hno3_tavg-p39-hy-air (AERmonZ.hno3),436,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/436,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,hno3_tavg-p39-hy-air,mole_fraction_of_nitric_acid_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",latitude plev39 time,mon,HNO3 Volume Mixing Ratio,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s51i007[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s51i007[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.hcl_tavg-p39-hy-air (AERmonZ.hcl),435,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/435,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,hcl_tavg-p39-hy-air,mole_fraction_of_hydrogen_chloride_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of hydrogen chloride is HCl.",latitude plev39 time,mon,HCl Volume Mixing Ratio,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s51i992[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s51i992[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.h2o_tavg-p39-hy-air (AERmonZ.h2o),434,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/434,mon aerosol CMIP6,h2o_tavg-p39-hy-air,mass_fraction_of_water_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,includes all phases of water,latitude plev39 time,mon,Mass Fraction of Water,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",1,CMIP6 CMOR variable,,,,,
Variable aerosol.mon.cly_tavg-p39-hy-air (AERmonZ.cly),433,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/433,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,cly_tavg-p39-hy-air,mole_fraction_of_inorganic_chlorine_in_air,"""cell_methods"" was ""longitude: mean time: mean""; ; ""comment"" was ""Total family (the sum of all appropriate species in the model) ; list the species in the netCDF header, e.g. Cly = HCl + ClONO2 + HOCl + ClO + Cl + 2*Cl2O2 +2Cl2 + OClO + BrCl Definition: Total inorganic stratospheric chlorine (e.g., HCl, ClO) resulting from degradation of chlorine-containing source gases (CFCs, HCFCs, VSLS), and natural inorganic chlorine sources (e.g., sea salt and other aerosols) add comment attribute with detailed description about how the model calculates these fields"";",,longitude: time: mean where air,"Total family (the sum of all appropriate species in the model) ; list the species in the netCDF header, e.g. Cly = HCl + ClONO2 + HOCl + ClO + Cl + 2\*Cl2O2 +2Cl2 + OClO + BrCl Definition: Total inorganic stratospheric chlorine (e.g., HCl, ClO) resulting from degradation of chlorine-containing source gases (CFCs, HCFCs, VSLS), and natural inorganic chlorine sources (e.g., sea salt and other aerosols) add comment attribute with detailed description about how the model calculates these fields",latitude plev39 time,mon,Total Inorganic Chlorine Volume Mixing Ratio,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"MOLECULAR_MASS_OF_AIR * ((m01s51i041[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CHLORINE) + (m01s51i042[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CLOX) + (2 * m01s51i043[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CL2O2) + (m01s51i044[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_OCLO) + (m01s51i047[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_BRCL) + (m01s51i051[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HOCL) + (m01s51i054[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CLONO2) + (m01s51i992[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HCL)) / m01s51i999[blev=PLEV39, lbproc=192]",,"MOLECULAR_MASS_OF_AIR * ((m01s51i041[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CHLORINE) + (m01s51i042[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CLOX) + (2 * m01s51i043[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CL2O2) + (m01s51i044[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_OCLO) + (m01s51i047[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_BRCL) + (m01s51i051[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HOCL) + (m01s51i054[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_CLONO2) + (m01s51i992[blev=PLEV39, lbproc=192] / MOLECULAR_MASS_OF_HCL)) / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
Variable aerosol.mon.ch4_tavg-p39-hy-air (AERmonZ.ch4),432,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/432,mon aerosol CMIP6 UKESM1 HadGEM3-GC31,ch4_tavg-p39-hy-air,mole_fraction_of_methane_in_air,"""cell_methods"" was ""longitude: mean time: mean"";",,longitude: time: mean where air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",latitude plev39 time,mon,Mole Fraction of CH4,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",mol mol-1,CMIP6 CMOR variable,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH4) * m01s51i009[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH4) * m01s51i009[blev=PLEV39, lbproc=192] / m01s51i999[blev=PLEV39, lbproc=192]",,mol mol-1
